prediction;gold;sentence 
positive;negative;of course none of that matters, because at first everyone always think that one's crazy.
positive;negative;lenzi invented the cannibal genre with man from deep river, deodato blew it away with jungle holocaust, lenzi fired back with eaten alive, deodato blew him (and everyone else) away with the superior cannibal holocaust, and lenzi fired a last parting salvo with cannibal ferox, which is about a realistic a that krazy glu commercial where the guy superglues his hardhat to a girder and hang in midair.this film is le desperate and a bit more hesitant to push viewer into the abyss with everything holy than ferox, which remains a a sort of misguided attempt to upstage cannibal holocaust.
positive;positive;this film make viewer think hard.we need film like this to give u a boost.
positive;positive;so it's up to taylor (who is not known for his manly roles--especially at this stage of his career) to pose a a thug and find the gang responsible and the inside man.however, there are two serious complications.
positive;positive;the famous film director (the protagonist) and the event he try to manipulate through film all become entangled in fascinating way a he is nearly out-maneuvered by a prince who ha never heard of him.
positive;positive;with so much hatred towards our current situation in the middle east, and how people are dying for no reason, against their will, it's nice to see a film that show just how selfless and heroic these soldier are, a well a those awaiting their return.communist russia show how involved all were in the war.
negative;positive;or, even worse, watch the italian war movies.
positive;positive;underling this is a humorously wicked black streak.
negative;positive;i read some of the other review before picking up a used copy of this from amazon and wa glad i did.
positive;positive;also feature the the god-like ability of christopher nolan to write perfect dialogue.
negative;positive;i think it must have been the title that put me off.
positive;positive;yes, mickey make his debut here, in this cheery tale of life on board a steamboat.
negative;positive;i think i am some kind of road runner fan.
negative;positive;and isn't this guy from the new rob zombie movie?
negative;positive;thing spiral rapidly out of hand before degenerating completely.
negative;negative;"yes, it wa an awful movie, but there wa a song near the beginning of the movie, i think, called ""i got a woody"" or something to that effect."
positive;positive;if you can turn your brain off, and turn your sense of humor up for an hour and a half, you will enjoy this flick.
positive;positive;no, it won't cause you to ponder your relative role in the cosmos or inspire you to do great thing for the service of mankind, but it is fun enough entertainment for 90-some-odd minutes.
negative;negative;in the book, he want nothing to do with vivan after she turn for him.
positive;positive;"the sonorous anchor grimly read a story about a ""grinding head-on collision"" before cheerfully introducing kimberley well (fonda), doing a story about a veterinarian who make house (or is that ""aquarium?"")"
negative;positive;it's only at the end, when he's pushed to the limit over his prague property by the devious occupants, he prof that he is not one to won't lie down and be walked over.
positive;negative;"the title itself is only marginally appropriate: ""succubare"" is the latin verb meaning ""to lie beneath"", and it's the root of the word succubus, a female demon who would seduce men in their sleep."
negative;negative;"i remember another movie on a similar subject, ""the rapture,"" starring mimi rogers, that wa much better and professionally done."
positive;positive;it wa a great comedy, not to be taken seriously at all, but the film lacked with an ridicilous ending. overall, a exellent comedy, full of laughs, and lot of fake green vomit.
negative;negative;abe suggests they beam down to some barren planet, where they meet other famous dead folks--both good and evil.
positive;negative;after elevating this, mile ha since appeared in the hollywood movie 'v for vendetta', and the 2001 star studded film 'the affair of the necklace', alongside brian cox, adrien brody, christopher walken and jonathan pryce.
negative;positive;little doe he know, however, that he will not be alive to greet it.to pas the time, holm cheerfully recites a ghost story.
positive;positive;isabella and her son wait for anwar to come home from a scientific conference when he suddenly disappears from the plane's passenger manifest.
negative;negative;($1.99 on amazon, and i had it rush delivered!
negative;negative;get the idea?missed opportunity the movie ha your standard cry and moaning passenger that are never developed.
negative;negative;a jaw-dropping, insanely terrible movie.
positive;negative;"down buenos aire way, a tyrannical hotel owner demand that his four daughter marry in order of age; one may think film take place in the 18th century, but no, it's modern-day 1942."
negative;negative;i have about a 20 minute to go.
positive;positive;"what strike you about the ""encounter"" at the start of the film is the relaxed manner in which it is carried out."
negative;negative;"they even stole the whole infra-red vision p.o.v from the creature in ""predator"", which just looked too silly and out of place to be effective."
positive;positive;the settings, the lighting, the props... all add to the mood for love between the main characters.
negative;negative;"especially since this is a television show where the audience cannot read your mind.""paranormal state"" is all turn and no prestige."
positive;negative;the movie is based upon a really good and very topical idea but both the producer and the director simply applied the standard hollywood 'disaster movie' formula and thereby ruined any potential value from the production.an unusually high tide and very strong gale condition combine to produce a record high storm surge that overwhelms london and flood most of the thames valley.
negative;positive;maybe we would go back to the real movies.
positive;negative;the juxtaposition of the two style is jarring.as for the acting, the best is done by judi dench, who clearly understands the imperiousness of the aristocracy.
positive;negative;i first saw it when i wa about 13 or 14 year old, so it ha a great deal of nostalgic value for me.
positive;positive;ben stiller and tim robbins are great, i really like tim robbins character.
negative;negative;and the overly contrived ending doesn't help it out much either.**1/2 two and a half out of five star (average.)
negative;positive;i do think a couple of line did not need to be said but all in all it wa a great movie!
negative;positive;it wa well done.
positive;positive;it's a shame that he did not win any popular award for this one.last but in no way the least, shimit amin doe a brilliant job of bringing all this talent together and exploiting them to the fullest to come up with a modern masterpiece of indian cinema.
negative;positive;he rarely get engaged in what is going on around him, ha never married, rarely socializes, just go to work and care for his invalid mother.
negative;negative;all over the place, no timing.the ending is probably the worse i have seen in quite some time.
negative;negative;the kind that change the main plot piece in one way, this time, the k-9 play football instead of basketball.
positive;positive;loved this movie!!
positive;positive;the (relatively) happy girl gave good comic relief, a nice respite from the continual (but understandable) ragging on the dude who left them in a lurch.
positive;positive;i'm not very sure.a thought-provoking film on the whole and well worth watching.
negative;positive;"he'd once had a friend name george, ""a merry fellow"" who wa ""smarter than the rest of us."""
negative;positive;if you want to watch lonesome d. with robert duvall and tommy l. j. then watch the original.
positive;positive;rupert everett doe some of his finest work in unconditional a dirk.
positive;positive;yet they stick it out, for what?
negative;negative;i wonder if one guy on the credit = one drawing!
positive;negative;josh's mother is dating once again.
positive;positive;even the weakest episode is still highly enjoyable and well ahead of the two movies.my favourite episode are the first three - these set the high standard that wa to continue.
positive;positive;the scene where nandita da loses her virginity to her husband certainly wa the first of it kind in indian cinemas.good acting by all the actor especially nandita da amidst criticism from the indian public
negative;negative;they should of just kill off all of them.
negative;negative;when i saw this at my local video store i thought my dream had come true.
negative;negative;"try not to laugh a you watch the tabonga toss fake native down hill & into quicksand, dodge spears, and lumber slowly about the ""island""."
negative;positive;i would love to see this movie again.
negative;positive;her reason for wanting to destroy the dark knight are not explained.opinion: batman return is a classic.
positive;positive;"fassbinder's ""the merchant of the four seasons""."
positive;positive;the idea is to make the jackal look like a turncoat to the russians, and let them take care of the world's most notorious assassin.
negative;negative;if that guy didn't step on the butterfly, the next dino would have eaten it anyway!
negative;positive;in fact, the actress playing johanna is not only off-tempo to a dismal degree, but also slightly off-key.
positive;positive;still they looked great in them so who's complaining?
negative;negative;"and then the ""big"" twist come (was this the third or fourth?)"
positive;positive;it ha wonderful special effect and the story fit together very well and is easy to follow.
negative;positive;(thus the 8/10 rating)
negative;positive;"we wondered, leaving the theatre, whether roxane's ""beard"" wa a wig."
positive;positive;ok, ten...
positive;positive;"the town xi'an is pronounced ""see-an"" , never ""zai-an""- surely the american voice-over speaker could have got that right !"
positive;positive;the actor did a good job plus the make-up crews.
negative;negative;if 20 different director were brought in to film different part of the movie without having any idea of the storyline being filmed by the other directors, this is pretty much the result i would expect.i also think some of the scene were spliced out of order - thing don't always seem to progress in order.
negative;negative;i am assuming that it wa discontinued very shortly after it release.
positive;positive;an educated and beautiful woman, binodini becomes a widow within a year of her marriage, but she doe not accept the constraint imposed on her a a widow by her society.
positive;positive;the film begin with one of the goofiest scene i can remember in a film.
negative;negative;where's the suspence?
positive;positive;but i don't quite see what she find so charming about her new colleague, tom.
positive;positive;it's enough for ann that maggie knows.
negative;negative;plain and simple.
negative;negative;we need a new genre term for bad horror film like see no evil that induce so much unintentional laughter that you almost have to label them comedic.
positive;negative;camera angle just weren't that good, especially regarding carrie's face.
negative;positive;i wa apprehensive about whether laugh would come or not?
positive;positive;soon tommy and brick are chasing after an attractive blonde at an officer's dance, tommy insult the captain - and, of course, the blonde is actually the captain's daughter.
positive;negative;man with pitch black skin and patch of fur here and there.
negative;positive;cinema like this is sorely missed today, and oddly, it seems that only the british have the gumption to produce it.
positive;positive;also check out the jim henson hour if you can get your hand on it.
negative;negative;a married couple ha more then just each other.
negative;negative;if you want to see some gug eating his own brain, then fast forward to that bit.what wa the purpose of this movie?
negative;positive;also, more of the key political player on both side should have been used, though this may have been a reflection of budgetary constraint at the time.
negative;negative;having been a godzilla fan for many years, gamera wa to me a cheap knockoff to capitalize on the success of toho's #1 kaiju star.
positive;positive;absolutely a joy and must-see film... even if one's not an old hippie!!
positive;negative;keep in mind, even at it's best the color is pale and washed out.
negative;negative;i have considered burning my copy but i have every intention on writing the producer and sending them the scripture reference that they should have read before making this movie!!
positive;positive;a thinking person's sexual thriller.
negative;positive;furtive meeting in underground car parks, code-breaking, stolen missile plans, that kind of thing.
negative;positive;then the virulent anti-semitism on that street catch him, despite his credential a a presbyterian wasp.
negative;negative;ancient rome: the rise and fall of an empire would be one thing i recommend.
negative;negative;the effect were better and the costume looked heap better then this movie.i borrowed this one with an open mind, i am also a fan of ken shamrock (former ufc superfight champ) and wa hoping it wa a decent movie.boy wa i wrong, the movie sucked, the monster wa pathetic in both appearance and in actually being scary, the storyline wa so predictable it wa like watching the movie in preview mode, a i already would guess what will happen, the music wa so bad, with a horrible lip sync song that made me wanna punch the screen.overall avoid this crappy movie.save some money.
negative;negative;he and his fiacee decide to find the girl they had the affair with, but thing just get deeper and darker a they go further into what they got themselves into.what could have been an alright thriller, turned into an unexplained and not well thought out movie, which wa sad.
positive;negative;"definitely not in here but if you don't expect to get it, you don't necessarily miss it.first segment is called ""showdown""."
positive;positive;i didn't like the direction, the people, or the style that the film encompassed to present these young sport entrepreneurs.
negative;negative;guess which category solo fall into.
positive;positive;first, while he is able to find the gang members, one of the gang member's step-sister is stanwyck.
negative;negative;and the lame dialogue is fit to put one to sleep.
negative;positive;it's fun to see kid take over when they're being held to something they don't want to do.
positive;positive;bruce willis give his always-outstanding comedic-romantic acting power to this message-movie and the movie brings hope to the loser many of u know we are.
negative;negative;standouts were peta wilson, who wasted time studying with a dominatrix for the part.
negative;positive;this movie wa recently shown subtitled not dubbed, on australia's special broadcasting service.
negative;negative;this tacky film version of his short story from the 1950s about time travel and the effect it might have on de-evolution is not well known from the theatrical run (did it have one?)
negative;negative;it's of the same banal ilk and therefore equally devoid of intelligence.
negative;positive;it wa very authentic in how they displayed the component dealing with this movie which includes the guns, horses, and clothing.
negative;positive;please to whom it my concern, please make this movie available so all can have this historical experience.
negative;negative;pulled it off, because it wa meant to resemble old kung-fu movies, but when the crew can't tell the difference between red and pink....it's sad.
negative;negative;"the title of said game is ""backwater,"" but upon looking for information on it i came up with absolutely nothing.and so we begin the movie..."
negative;positive;his counterpart wa formerly the best friend he had and now he is out to stop him.
positive;positive;what make this film different are mainly it acting & style.
negative;negative;one of the only barely funny moment wa when the leading lady made a joke about her former friend plastic t*ts, which would have been okay if i hadn't had to watch them bob around whenever she waddled on the screen.the lowest i can give is one, & it probably deserves that for having heather thomas in it, a she wa certainly sexy & shapely, though her acting wa a bad a everyone else.
negative;negative;trite and tiring, the one-liner almost made me cry.
positive;positive;it also focus on the history of skateboarding.
negative;positive;!..bottom line, see this movie!!
negative;positive;(yes, octopussy made more money.)
negative;negative;i saw this video at a friend house, and it wa the lamest thing i have seen ever.
negative;positive;"hour and you don't understand who these people are and what are they doing!the main plot is about a bunch of clueless actor trying to bring on scene ""prometheus"",but there are lot of sub-plots,like the disappearing of thomas and a crazy guy looking for monsieur warok....what's the meaning of all this??"
positive;negative;i couldn't stand the scene with her - i.e.
positive;positive;the mascot feature new technique i have not yet seen in starewicz's films.
negative;negative;or when she is cutting six inch off of a rusty steel bar with a cutting torch.
positive;positive;raima sen gave her first great performance that i have seen.
positive;negative;a solid 3.0.
negative;negative;he doesn't want to share quarter with the 'negros'.
positive;negative;the resultant crime is that award have become meaningless and small, le powerful pr-driven film become obscure.
negative;negative;theme is just a deceptive way of attracting unsuspecting viewer to this christian propaganda.
negative;negative;whatever.it make zero sense.
negative;negative;it's just your basic run of the mill family building an ark film.
negative;positive;this movie may not have seemed like much to some people but it had everything i look for in a comedy.
positive;positive;!the aggregate catastrophe of world war ii ha mirrored most americans' feeling of personal human inadequacy a well!
positive;positive;the filming is worthy of this film stock.3.
positive;negative;even the always dependable henriksen seems to be phoning in his performance.
positive;positive;it is my hope that when this film is seen that attitude and prejudice will be changed.
negative;negative;this isn't cheating, it's doing a good job of programming a chess computer.in the end, it's eminently clear that the director think that ibm cheated, and the repeated comment about ibm's stock rising 15% the day that deep blue won suggest the idea that ibm cheated to pump it stock price (kasparov even compare ibm and deep blue to enron).
negative;negative;solomon kane look like it is based on the video game dark watch, and it sound like it is based on the video game legacy of kane, but unfortunately neither is true.
positive;positive;twig and newspaper shred come to life.
negative;negative;but if this wa a school project, it would certainly have earned the stamp of plagiarism.
negative;negative;no!
negative;positive;they did some tweaking to some story line from the manga, but it all turned out pretty well.
negative;positive;only by meeting the irrepressible alley cat o'malley, a rough diamond with romance in his heart.
positive;positive;at the movie's conclusion, danglard, having outfoxed the creditor and the jealous babes, approach a new attraction watching the incredible (and believe me, it is incredible) performance of the cancan.
negative;positive;the last bus ride and the final kiss)but i do have one grouse--why do hollywood never acknowledge the source that inspire the stories?
positive;positive;now it's a standoff--slaughter ha the list but if he doesn't give it back, the lady is dead.
positive;negative;maybe drew barrymore is a jazz fan?
positive;positive;i can't recall any film with mckinley or dewey in it a a character, though i do remember roosevelt from the wind and the lion and a couple other films.
negative;positive;another thing about the holocaust that i kind of disagree with the documentary...is that i don't believe it wa just a matter of discrimination...but rather something deeper and more profound, and that wa just an act of pure evil.
positive;positive;"the last 45 minute are a dream-like a what came before; and the troublesome air of detached, otherworldly ambiguity still pervades, fracturing the seemingly secure distinction between reality and dream we expect to see in film about nightmare and dreams.lynch's film borrows from many films, old and new, but ultimately is a film unlike any other with the exception of the director's own lost highway and blue velvet."
negative;negative;pullman adeptly act the part of a sociopathic killer... and that's the problem.
positive;positive;oscar-caliber acting, always.sapsorrow - everybody love 'the soldier and death,' but something about 'sapsorrow' push it an iota higher in my favor.
positive;positive;everyone try to cover it up except fonda and douglas, so douglas steal the film.
positive;positive;they are the lowest form of scum, but it still find a way to allow you to understand a lot of the character and even care about their stories.the violence in the show is necessary for it to be a realistic a possible, but the show isn't about the violence like some people might believe.
negative;positive;that's a bad, raunchy, predictable, tacky, salacious soap opera?
negative;positive;"aside from a select few line of dialogue (""we have to stop it!"""
negative;negative;the movie's plot appeared to drag on throughout with little surprise in the ending.
negative;negative;and of not being.- i think the worst fault, however, is the complete lack of vision and depth.
negative;negative;"@#$ is gunna be big, yo!"""
negative;positive;sir alec guinness make a special appearance, too.
negative;negative;).i found the movie offensive, not a an argentinian, but a a watcher.
negative;negative;but, can you say moby dick?there are so many retarded scene in this movie.
negative;positive;a big bravo to all involved.
positive;positive;the brother fleischer put the little guy in the service in 1941 to conform to the mood in the country and a an open gesture of support for the men now being conscripted in the first peacetime draft in united state history.
positive;negative;"if this is what's best in the finnish cinema at the moment, i'd say those big tax euro spent at supporting ""culture"" have gone to waste here in a horrible way."
negative;positive;"he ""goes through the motions,"" but we learn precious little about the man within."
negative;negative;sorry.
negative;negative;"and more than that, i think he wa forced to pattern his show a the ""hispanic/latino/spanish"" version of the dave chappelle show."
negative;negative;and incredibly, no one noticed his footprint in the sand which would have led the japanese right to him.
negative;negative;this is never presented in the movie, they show it a if it were a sledding accident.the character change in mattie and zenna are almost non-existent.
negative;negative;just a recommendation.so give it a chance, and a u lapse in and out of consciousness imagine how great this movie could have been if i had my hand in it...
negative;negative;this movie wa pure trash.
negative;negative;looking at the rating you would assume this is a classic, but yet again it just another example of poor independent film maker trying to drum up interest in their movie.
negative;negative;ormond and pullman must just be acting strangely in order to divert the viewer's attention from the real killers, i thought... which gave the film's maker far too much credit.
negative;negative;i wa quite pleasantly surprised: it certainly wasn't a masterpiece but the acting wa good enough and the script kept throwing up intriguing situation of which i looked forward to finding the solution to.
positive;positive;amazing how detailed the editing is in both versions!
negative;negative;actually though, i did start laughing at some point because the turn of event wa again just too predictable, over-the-top and incredible.who doe this crap?
positive;positive;this director, however, ha managed to pull off a textured multi-layered study with a decidedly different point of view.given the fact that the director/writer is a woman and the main detective and d.a.
positive;positive;"still interesting today although it doe have an ""old movie"" look to it."
negative;negative;awful!
negative;negative;i guess we're supposed to be drawn to his fragile vulnerability and cheer him on through the process of clawing his way out of a deep depression.
negative;negative;"after all, jean-luc goddard, the contrarian french egghead, dedicated ""a bout de soufflé"" to monogram, so they can't have been all that bad."
positive;positive;however, he soon learns of a new threat, one that involves a secret brotherhood making it presence known, an anti-matter time bomb that vatican city is now targeted with and the kidnapping of four cardinals.
negative;negative;"oh yeah the saw 2 tag line sound real promising: ""oh yes, there will be blood."""
positive;positive;you should be able to sense the power and rawness zep had in their early days.
negative;negative;the child survive, so it's obvious they are going to let jill survive.
negative;negative;"seriously, a 12-year old could have told you how this movie wa going to move along, and that's not a good thing in my book.fans of ""beat"" takeshi: his part in this movie is not really more than a cameo, and unless you're a rabid fan, you don't need to suffer through this waste of film.2/10"
positive;positive;i highly recommend this to people who prefer their humor on the cerebral side.
positive;positive;you'll see actor playing william mckinley, teddy roosevelt and admiral dewey.
positive;negative;the loneliness attached to iconic performativity (such a that encountered by both the icon themselves and those who aspire to be like them) is well-captured in image such a that wherein 'marilyn monroe' (a gorgeous samantha morton) seduces the camera with a seven year itch pose in the middle of a forest, or when 'sammy davis, jr.' (jason pennycooke) settles, post-dance rehearsal, with his back to the camera overlooking an incredible, tranquil lake.as it is, moment like these, and all those where the title of randomly-chosen michael jackson song crawl across the scene, are married to one another in a film narrative far le affecting than it should be.(for those who see it, i lost all faith during the egg-singing scene, late on.
positive;positive;nothing else but pure evil.excellent documentary of anne frank and of the holocaust that should be watched.
positive;positive;when the evil butler hears that the rich old lady is leaving everything in her will to the cat first, the butler is angered, because he want to get everything first.
negative;negative;bottom line: passport to paris is one of the worst movie ever made.
positive;negative;echoed through the theater, showcasing what i hope is not the best of what america ha to offer.
negative;negative;i know i wouldn`t , and seeing a you`d have a criminal record no employer would want to touch you with a barge pole so is $25,000 dollar all that much for a life of workfare and welfare cheque ?
positive;positive;you wonder what will happen next, while at the same time, feeling you saw something happen.nice score, too.
positive;positive;this is an excellent documentary about amália rodrigues.
negative;positive;in some scenes, entire line of dialogue were replaced or reordered - while the scene itself wa untouched.
negative;positive;to jane, he symbolizes everything she doesn't like about news reporting - turning it into edutainment, not serious business.
negative;positive;nevertheless, it had to be done a every challenge need to be met with equal determination.
negative;positive;i no more than finished the movie and began calling my friend to recommend it.
positive;negative;the movie is about a day in the life of a woman who is going insane.
negative;negative;this movie wa so predictable and poorly acted.
positive;positive;personally the definitive interpretation of the robin hood legend.
negative;positive;the scene where he ha to hesitantly shoot the wounded gangster  oh my god!
positive;positive;in one, an aimless deserter, pike, having lost his trading partner, steal a miraculous horse, eagle's wing, so-called because of it grace and speed.
negative;negative;it also figure that the st franchise chose to revive this dull character for the second movie, that way pleasing rabid trekkies, who were so very disappointed with the first movie which - you guessed it - had far too much sci-fi for the average tiny trekkie brain.
positive;negative;"sexy sarah bay, who ha played in cow-ntless european b-films, usually a rosabla neri, including ""hercules against the moon men"", play his ambitious daughter, a surgeon in a ruffled prom dress."
positive;negative;here, people behave in a frightfully civilized manner in the face of adversity.
negative;positive;secret agent os 117 is stupid, but at least he sort of know it, whereas i've always found that james bond wa stupid but acted like a smart arse.
positive;positive;what give the show more credence is the latest technology the cell/fbi us and the authentic shot in europe, the u and the middle east, no expense is spared to tell the story accurately the cast are relatively unknown but the acting is superb with the aid of a tautly-written script that constantly keep the viewer on edge with many unexpected twist and turns.
positive;positive;it's a realistic show but when you watch it, you better brush up on your movies, pop culture, and random fact because lorelai gilmore is always making references.
negative;positive;i have never forgot this movie.
positive;positive;this is a hollywood film.
positive;positive;the direction is self assured, especially with local who were recruited on the fly for extra and bit parts.
negative;negative;"stupidity-caused disaster movie with glowing, heartwarming ending sort of backhandedly justify stupidity by stating, ""no matter how awful a problem is caused by braindead stupidity, it can be fixed."""
positive;negative;(come to think of it, i give that piece of cinematography 9 stars.
negative;positive;"right the hospital scene with holly and shannon wa done brilliantly it start off with piper on a gurney looking very badly injured, the doc race her into a resuscitation room & they move her from the gurney onto a bed and prue hold her hand from that point on it is obvious that piper is having a lot of trouble breathing and her lung are failing, a she turn to beg of prue to not leave her side she gap ""don't go i love you and then her pulse drop and she go into cardiac arrest & the monitor show a clear flat line & the nurse go into full out trauma mode & bring in a defibrillator prue step back from the bed in horror a the doctor desperately try to shock her dying sister heart but there is no response and she is tragically pronounced dead well great scene well done girl"
negative;negative;the story is full of unrealistic police investigating techniques, which includes going to a party with a suspect and inviting that suspect over to your house and getting intimate with them.
negative;negative;"in the end she and her husband (james marsden) choose to kill norma instead of having their son grow up deaf and blind.kelly dance around his film's ""message"", trying to make the audience figure out what the moral of the story is."
negative;positive;of course, james then isn't so eager to rush to the police.
negative;negative;being a long-time fan of japanese film, i expected more than this.
negative;negative;i really tried to tap into the (so called) silly & surreal humor that this film set out to be.
positive;positive;he is the hero, the most charming, disarming rickshaw driver you will ever encounter- he's magical.
positive;negative;and arthur franz a the pipe-smoking head scientist, the pride of perth amboy, new jersey.
negative;positive;"kurt russell (obviously) is spectacularly understated in the lead role of macready, and, a a direct result he ""feels"" like a real person, rather than a hollywood ""all american hero""."
positive;positive;the film is shot in 'faux documentary' fashion, and incorporates footage from tv show and news reports, and the label via subtitle let you know where you are in term of the time line.
negative;positive;"not even the recent flick ""gangs of new york"" can measure up with one new york neighborhood in death wish 3 which is plagued not by two rival gangs---but one big gang."
positive;positive;the sheperd: border patrol is a good action flick with some really great action/fight sequences.
positive;positive;she did a simply amazing job.natalie portman also did a great job.
negative;negative;no redeeming feature at all.
negative;negative;silly crap.
negative;negative;don't waste your time, or money.
positive;positive;i saw this film at the seattle international film festival in a full house of avid movie buff and indian ex-pats.
negative;negative;"it is way below limit be called ""professional""."
positive;positive;one of the most famous of all movie serials!
positive;positive;i've got nothing too much to comment on this one due to it brevity.human larva is one of the film lynchpin and it is a totally unflinching portrayal of a perverse act committed by a disturbed man who ha an incestuous love for his pregnant sister.
positive;positive;and his boyish charm and the role of a soldier is also definitely a winning combination, although there is another peculiar stunt involving a group of men pushing a huge door back and forth that wasn't very effective to begin with but just kept going on and on and on, probably about five time longer than it wa worth.
negative;positive;bill hickman wa the driver of the bad guy car in both movies.
positive;positive;this movie is an exciting thriller masterpiece even w/o the religious considerations.
negative;positive;female moviegoer were not shortchanged: fox's handsomest young contract player, jeffrey hunter, is a photogenic a ms. paget, while michael rennie lurks around in the background, stirring up evil doings in the land of the pyramids.
positive;positive;the incredible sense of paranoia, mistrust and fear, lent not only by carpenter's direction (which is stunning) but also by the incredible acting of the cast in general.
negative;positive;there are also those, who, however far fetched it may seem when it's shown in the film, think that the illness manifest itself a a result of some sort of supernatural influence.
negative;positive;"a i watching this based-on-a-real-life story, i wa thinking, ""nobody is this nice, this tolerant."""
negative;positive;some of the stuff they get up to is brilliant, from the pencil is the rear-end, to the rubber sex-pants, a well wa the infamous line that richie say when he fall and a candle he is carrying go into his eye.
negative;negative;make you forget what a terrible movie you're watching.almost.two stars.
negative;negative;neither did i.it's bad (it wa mst'd, after all) and also a golan-globus production but after all is said and done, ireland just basically look lost, like she's trying to find where the photographer are so she can do a photo shoot instead.and i don't blame her.one star.
positive;negative;will child enjoy this movie?
negative;positive;it wasn't a epic a musa-the warrior and didn't develop the character a well, but it had many nice ideas.
negative;negative;a he's made to run into the reynolds' house, under her control, a mad a a hatter trying to murder both her and the crippled hal.
negative;positive;madison walk a careful balancing act a riordan, handling a complex role and sometimes ackward dialogue.playing a role similar to that of john wayne in `fort apache' madison doe a more skillful job at it.this movie ha a `silverado' type camaraderie.
negative;negative;it just look horrible and you feel embarrassed for the creator.so, where did this film first take the plunge into the realm of comic stupidity?
positive;positive;plus let face it, tim burton wa a genius and did the comic book character more justice than joel screwmacher ever did.plot: oswald cobblepot also know a the penguin(played by danny devito) is abandoned by his parent a child for being deformed.
negative;positive;fact.)
negative;negative;how wrong i was.for five whole minute i thought i wa in the clear.
positive;negative;well, definitely, asterix is not made to move!
positive;positive;it ha that home-made, gritty quality that beavis and butt-head or south park would later have.
negative;positive;"in the middle of all of this insanity are tromeo and juliet, literature's most famous ""star crossed"" lover that fall for each other at first sight and problem arise when they realize whose family the other belongs to.the film follows the basic plot of the original play remarkably well and key scene even use the original, or close to original, lines."
positive;positive;and so incredibly real.
negative;positive;also it's far too short--i didn't believe the romance between gere and lane for a second.
negative;negative;the whole story wa bad.
negative;positive;thankfully the chaotic ending cement all that ha gone before it to leave this particular viewer with a grin a wide a nutbourne rail station, great fun 8/10.
negative;positive;"this is a totally kid-friendly movie too, unlike ""honey..."" and ha more effect than the spectacular ""muppetvision"""
negative;positive;it come together with a professionalism often lacking in short films.this is a great short film for the following reasons: 1.
negative;negative;the soundtrack sucked.
positive;negative;"i think those were on par with the ""matrix"" movie and ""transformers"" bravo you guys!"
negative;negative;"i kept wondering if i wa watching the same movie a those who wrote all those ""lovely"" comments."
positive;positive;it a great movie.
negative;negative;editing is bad but how do you edit such a mess?
positive;positive;so it's a predictable but gorgeous movie with some wonderful acting.
negative;negative;this movie doesn't just have a few plot holes, it's a mine field of confusion and mental pain!
positive;positive;a the movie is almost slapstick funny with it gore scene there are still a few creepy moments.this is a cool flick but don't expect anything marvelous.
negative;negative;but, don't mistake this for high art or deep sci-fi.
negative;negative;moment but the tension builds, the bad guy are creepy and everything seems to be setting itself up nicely.
positive;positive;the film  written and directed entirely by anthony waller  is a tense, action-packed thriller with black comedy aspect and horror influences.
negative;negative;laura gemser is in it along with her husband gabriele tinti, but that is the only connection to emanuelle.
negative;negative;i've seen it before.if you like series with a lot of action, no annoying love triangle, no over repetitiveness, this is not for you then.
positive;positive;simply great!
negative;negative;but i had to turn my face away when they kissed.
positive;positive;sonny chiba portrays his master with conviction and the karate is quite good.
negative;negative;yaaayyyy!!!!
positive;positive;yet she prays a lot, a doe her family.
negative;negative;"i wanted something that wa mindless and that i could just sit back and say, ""what the hell were they thinking?"""
negative;negative;why doe the camera make old-school kung fu noise when it zooms?
negative;positive;it's not near a bad a the shawshank redemption's cussing runs, but that one scene were keanu is describing a bad day, plug your ear if you are little.
negative;negative;no sense of timing, nothing inspired.
negative;positive;i grew up in baltimore, so i wa exposed to the film of john waters, since i wa way too young to watch them.
positive;positive;there are several shot of jim at home, lonely and thinking of leila, including a powerful scene when he find one of her old dress in the closet.
negative;positive;you may recognize his voice, a he also furnished the voice of baloo the bear in the jungle book, and little john in disney's robin hood.
negative;negative;director/screenwriter allan burn seems to have patched two different script together before coming up with this minor outing: a comedy about infidelity and a melodrama about loss and sabotage.
negative;negative;she seemed to have no transportation or companion with her.
negative;positive;nothing changed in that 10 or so year since the time she may have read faulkner's book and saw his movie while in college in alabama and unconsciously or not took most of it a her own in later years.
negative;positive;i mean, don't get me wrong, i liked the film.
positive;positive;the story line is typical, but full of jocular surprises, especially concerning the unconventional relationship between granger, gardner and niven.
positive;positive;dumb of the hatred and greedy opinion of an over-indulgent society.
negative;negative;hmm, i wonder who the police's main suspect will be?
negative;negative;philip s. hoffman's amateurish scene chewing in a disgusting and unfunny role pale to renee zelweger's appearance a a corn-fed dynamo who burst miraculously upon the scene of kidman's lonely farm to save the day.
negative;negative;a group of seven people fear they are the only survivor of a near world ending h-bomb blast.
positive;positive;"sure it's fairly straightforward, but the concept of ""swapping murders"" is simply one that would not fly in film of today's day and age, which make it all the more entertaining to watch; the film's brilliant screenplay keep the action flowing at a swift pace while providing u with some wonderfully memorable line all the while."
positive;positive;the delicate marina zudina give a harrowing portrayal of the american mute girl billy.
negative;negative;it's not the offense, it's the defense because of what is being said and asked to be accepted.carols mencia go further - he disrespect everyone for what he assumes is comedy.
positive;positive;even simple sound effect were added/omitted from each version - having a major impact on the mood of the film, and sometimes even changing the outcome of a scene.
