prediction;gold;sentence 
negative;negative;the cafeteria in the lobby didn't open until 7 am, and even though there wa a line up of 4-5 people at 6-55 am, the staff stubbornly refused to start serving until 7 on the dot.
negative;negative;"yet, i wa only there for one sleepless night in san jose, california."""
positive;negative;the staff did offer use of safe service at the front desk a an alternative, but this would've entailed lining up to access my valuables.
positive;negative;"""when you first see this hotel you get the feel of a very nice and clean hotel."
negative;negative;when i checked in they told me there wa a small demonstration across the street, and asked me if i wanted a street room on 5th floor or an inside room.
negative;negative;(wer kein gutes englisch kann ist schlecht beraten.
negative;negative;the girl wa of no help and referenced the fact we were on a price line deal.
negative;negative;"this place is very very noisey it doe have a nice pool and restaurant ,but if you want to be able to sleep save yourself some money and go some place else."""
positive;negative;\nthe property is full of hill (it sits on the side of a cliff) but i didn't mind that.
positive;negative;we had to close our black out shade because huge spot light were aimed in our window.
negative;negative;acutally, we just wanted a glass of wine before going to dinner, but after seeing what ha been done to the ambiance, i wa almost in tears.\nunless you are attacted to dark space and synthetic materials, i would give this hotel a pass.
negative;negative;i threw them in the garbage can the next morning along with papers, tissues, banana peels, and other trash, but when i came back at night, i found the same cup on the counter !!!!!
negative;negative;it wa only average and i expected much more.
positive;negative;"\noverall: good location, nice veiws, but basic, cheap, unhelpful, a annoying."""
positive;negative;"\nother than that mrs. lincoln, how did you like the show"""
negative;negative;even worse it wa so noisy at night and we hardly got any sleep.
negative;negative;this room wa located behind the elevators, the bed wa awful in quality, the shower wa about 1.5 foot wide and 3 foot long, and it wa super small for over $200/night.
negative;negative;the service wa terrible!
negative;negative;"""do not go to this hotel!!!!!!"
positive;negative;"the 30 welt on my arms, legs, face and back indicated otherwise."""
negative;negative;"""this ha to be one of the worst hotel i have stayed in."
positive;negative;you could even walk to fenway park from here without breaking a sweat.
negative;negative;the worst part of the hotel for me, wa the hallway outside the room.
negative;negative;"insufficient plug in room for your electronic gear, fitness center is a joke; room wa sizeable but stuffy."
negative;negative;the bed wa quite comfortable, but the noise from the hallway traffic doesn't let you sleep in anyway.
negative;negative;the waiter spoke almost no english, had no interest whatsoever in bringing me what i asked (had to ask 3 time for a glass of water).
negative;negative;"oh, and terrible."""
negative;negative;the gym wa not worth the extra cost.
negative;negative;when i arrived there late at night.
negative;negative;i did phone the hotel's internet company and after\na lot of holding they remotely fixed the problem, at least for the time being.
negative;negative;the corridor and room condition were similar.
negative;negative;"""i stayed one night during a business trip at the prescott."
positive;negative;"""this hotel look nice inside, but watch out for where your room is located."
negative;negative;sf wa having a bit of a heat wave during our visit, so no air wa not an option!
negative;negative;no answer at the desk.
negative;negative;lol .
positive;negative;the room are also very small compared to hotel in the area.
negative;negative;the air conditioning wa not working but the window were hard to open and the heat kept coming on...even after it had been turned off.
negative;negative;when i checked in, i wa informed that my room had been upgraded (as a royal ambassador, this is guaranteed) and given that my existing booking wa for the best available suite, i expected something special.
positive;negative;room smelled like cigarette smoke, even though it is a no-smoking room.
negative;negative;you can't walk anywhere except a shopping center a mile away.
positive;negative;"""i booked at the windsor hotel after seeing it recommended in a rough guide book on the washington area."
positive;negative;well, it didn't work that way either.
negative;negative;i explained the whole situation to her.
positive;negative;there weren't robe provided in our room, though our family member had one in their room.
negative;negative;"; re-gave conf.# that wa given u and now the second person did do some \""due-diligence\"" found the original correct #,(off 1 digit), and now found group, but still insisted that price ha exprired??"
negative;negative;just a printed letter from the manager.
negative;negative;nous vous conseillons l'hotel murray hill inn, situ\u00e9 sur la 30 eme rue.
positive;negative;first off after spending the price to stay here you would expect a bell hop to help you with your bag but no you ask for help and they look at you and say the cart around the corner go get them yourself.
negative;negative;i wa upgraded at check in.
negative;negative;about ten minute after we checked in, all the power went out, and did not return for at least 2 1/2 hour (this meant they couldn't wash any t towels)...again the staff apologized said it wa not their fault, something had gone wrong all around the block (aren't hotel supposed to have backup generators?)...
negative;negative;\nlorsque l'on sort de l'h\u00f4tel, l'impression est encore pire : le quartier est vraiment mal fr\u00e9quent\u00e9.
negative;negative;the main lobby and some room are located in the lower level.
negative;negative;we noticed tiny little brown bug on the wall next to the a/c unit under the window.
positive;negative;if you are lucky enough to be placed in the tower, you will find smelly hallway and door to the guest room with mermaid on them!
negative;negative;i wa so amazed i just walked out shaking my head.
positive;negative;i have seen bigger bathroom in caravans.
negative;negative;they still have no organization to valet your car--you wait at least 20 minute or so in the street before you can pull car in.
negative;negative;they sent someone to fix it but i bet there is still no light in rm.
negative;negative;nothing of ours wa missing.
negative;negative;\ni understand that establishment do close, but having already been seated, i did not understand why a kitchen would close when there is still a few people who have not ordered yet.
negative;negative;team memebers in the hospitality bsuiness really should go above and beyond to ensure every customer stay is exceptional and can not wait to return because of a woderful experience.
negative;negative;eg, there is meant to be a nightly turn down service.
negative;negative;in bad need of renovations, except for the lobby.\n if they tell you the penrose diner across the street is a 4 star diner, they must not get out much.
negative;negative;could not find any vending machines.
negative;negative;beware!!!!!
negative;negative;our room # wa 305 and the carpeting wa in need of repair and cleaning.
negative;negative;our only request wa quiet room.
negative;negative;"stay away from this place."""
negative;negative;"""my husband and i stayed at this hotel in 2001."
negative;negative;pancake were just ok.
negative;negative;daily complimentary water wa never brought to our room, we had to request it twice until we gave up.
negative;negative;"""\u5e30\u56fd\u3059\u308b\u524d\u306e\u65e51\u6cca\u3060\u3051\u3057\u307e\u3057\u305f\u30021\u6cca\u306a\u306e\u3067\u6211\u6162\u3057\u307e\u3057\u305f\u304c\u30d0\u30b9\u30eb\u30fc\u30e0\u306f\u6c5a\u3044\u3057\u3001\u58c1\u304c\u8584\u304f\u3066\u96a3\u306e\u97f3\u3084\u5916\u306e\u9a12\u97f3\u304c\u805e\u3053\u3048\u307e\u3057\u305f\u3002\u90e8\u5c4b\u6570\u306f\u591a\u3044\u306e\u3067\u3059\u304c\u3001\u90e8\u5c4b\u307e\u3067\u305f\u3069\u308a\u7740\u304f\u307e\u3067\u8ff7\u8def\u306e\u3088\u3046\u3067\u3057\u305f\u3002\n\u3042\u307e\u308a\u304a\u52e7\u3081\u3067\u304d\u307e\u305b\u3093\u3002"""
negative;negative;"""we stayed in an executive club room for 4 nights.\nthe room wa large enough and the signiture westin heavenly bed didn't disappoint a usual.\nhowever the wall were paper thin-we could not only hear the conversation and laughing in both next door rooms,we could have spoke to them,we most certainly heard every word.\nthis unfortunately included thing you do not want to hear at 4am involving the couple in the room next door.\nessentially there wa no privacy,it wa like staying with the walton except late at night that couple next door weren't the waltons!\nthe shower in the rather small bathroom wa awfull with sometimes only luke warm water and the water pressure wa poor.\nthe bathroom wa a disgrace i thought,it wa kitted out like a public washroom in my opinion.\nthe bathroom floor tile looked dirty a if they hadn't seen a mop in a long time.\nthe club lounge wa nicely appointed but the hot snack in the evening were poor,they tasted like they were reheated over several night eg dried out mini quiche and mini sausage rolls.\nit wa a nice enough place to relax and read a paper untill the crowd came in at snack time's and at breakfast time.\nthe self service basic continental breakfast wa grand.\ni wouldn't recommend this hotel to be honest,it's too pricey for what it offer and it is far from luxurious.it's more like a poor 4 star or a standard 3 star.\nthe only 5 star quality i thought it had wa the fact that it offer 24hr room service."""
negative;negative;some time then passed and the noise seemed to be getting louder.
negative;negative;"i'm all for \""green\"" and saving the planet, but low-flow restrictors on the showerhead is not the way to go."
negative;negative;i really didn't enjoy my stay, but i wa trying to find a reasonable rate in a prime location, during a peak season.
positive;negative;i agree that the location is fantastic and the nightlife is top class with celebs floating around on every corner.
negative;negative;a a result, several time i had to wait in line or on hold for 10 minute for the pleasure of being subjected to their shabby treatment.\ntrue, the bathroom have nice toiletry and the room ha a plasma screen tv, but this is just smearing lipstick on a pig.
negative;negative;"for the over $500 they took from my account without telling me, i personally feel that priority should be given to hotel guest at the restaurant.\nstrike 3: we went to breakfast around 9:00 the next morning leaving the \""please service\"" sign on the door."
negative;negative;( most place provide it for free)....
positive;negative;i left my wife there with all our bag while i went back to the front desk to request a different room, and then went up to check it out.
negative;negative;luckily we could open the window (which wa very dangerous for kid a the window are only 2 foot from the floor).
negative;negative;and told u to come down to get ice.
negative;negative;\n the second problem wa on friday night when i placed the \u201cdo-not-disturb\u2019 sign on the door prior to going to bed early.
positive;negative;i have even meausured the speeds, and the speed is between 8kb and 20kb per second, depending of the time of the day.
negative;negative;also we think for the price it's bad that they charge extra for breakfast and water and internet.
negative;negative;"you have been warned."""
negative;negative;"""it's in downtown la and; therefore, pricey, i get that, but for the price i expect much better."
positive;negative;cool down and dry out take about 1 hour.
positive;negative;once we headed up to our room, i changed my mind.
positive;negative;this visit, the heat in my room did not work - on the second maintenance visit to fix it, the maintenance man told me 'this is a problem with a lot of rooms, i'll just bring you a space heater.'
negative;negative;literally 35 minute on the phone and finally i just gave up a she had no idea what she wa doing.
negative;negative;my fear started to be realized when i called on friday, july 1 (check-in day) to confirm my reservation and the phone wasn't answered (12 ring each time) the first two time that i called.
negative;negative;if you want to experience downtown chicago, stay at the affinia.
positive;negative;will man den zimmerservice in anspruch nehmen, mus man 3,25 usd servicegeb\u00fchr, steuern und 21% zwangstrinkgeld auf den in der speisekarte angegebenen preis bezahlen.
negative;negative;actually the motel room would have been better.
negative;negative;i basically had to get a cab every night to go to dinner which isn't cheap.
negative;negative;the very unhelpful receptionist cassie stated that she could not believe that we had no photo id a this wa required over the whole of the u (not where we had been so maybe only in boston) she wa condesending very unhelpful and finally helped by another receptionist showinf confirmation e-mail we were allowed into our tiny noisy room would not recommend to anyone.
positive;negative;"""we stayed here for 1 night on our way home from a southern vacation in may, 2006 and boy wa it a mistake!"
negative;negative;if only someone would have called u to stop u from making the long trip.
negative;negative;"do not stay at this hotel a you may get robbed and the hotel will do absolutely nothing to help you"""
negative;negative;seemed like something the person who gave me the late check out could have mentioned.
negative;negative;"skal lige sige vi havde valgt et superior v\u00e6relse med to store queen size senge...\nnew york er fantasisk, men bliver ikke dette hotel igen.."""
negative;negative;however our experience turned out to be very positive.
negative;negative;they are not explaining anything!!
negative;negative;unfortunately -- this hotel rank a one of the worst hiltons we have visited.
positive;negative;on top of being bitten and having experienced a bad reaction to the bites, we are now having to deal with the transport of the bug to our home.
negative;negative;unfortunately booked 2 night and am writing this review while sitting in this dump.
negative;negative;i wa left on hold on the service line for so long i gave up and went to the front desk.
negative;negative;we turned on the ac which sounded like a freight train, but cleared the air a bit.
negative;negative;we went to the pool bar twice - first while we were endlessly waiting for our room to become available, and then on friday night at 11p.
negative;negative;wifi charged at the regular outrageous rate (when will that ever stop?).
negative;negative;none of the door on other floor opened, until the ground floor.
positive;negative;this property ha experienced some wear and tear.
positive;negative;"""my daughter and i recently stayed in this hotel while she attended a conference at the hotel.\nthe pros:\n1."
negative;negative;the wall were beat up from other suitcase hitting them.
negative;negative;"e gibt viele hotel in der n\u00e4he, die ein besseres verh\u00e4ltnis bieten und somit werde ich diesis hotel nicht weiterempfehlen."""
negative;negative;the hallway smelled like a bathroom, the room wa unclean with old food and bug behind the bed.
positive;negative;every morning we got woken up by the slamming of door because once you let the door go it slammed against the frame and shook the walls.
negative;negative;go to the diner down the road.
negative;negative;i called the hotel on my cellphone a i wa leaving the hotel to get the late checkout even though i wasn't packed.
negative;negative;i took picture and video and will try to upload them.
negative;negative;"he show ticket to head bellman--who say \"" why are u giving this to me.\"" i requested another bellman to help."
negative;negative;one of the item i ordered wa not included on the tray -- it took me nearly an hour to get someone on the line to follow up, and then they argued with me, claiming that the item had been delivered.
negative;negative;wasting no time we asked for a room change and were told that the hotel wa busy and that the only other room available would not be ready for another hour or so.
negative;negative;also room on the side of the building next to the port authority well be noisy.
positive;negative;and due to the fantastic location, we decided to stay at the st. regis.\nthe good:\n*the stuff is amazingly helpful and friendly.\n*the st. regis bentley is a fantastic perk and the driver is super nice.\n*the location is top notch.\n*bathrooms are gorgeous.\n*rooms are large.\nthe bad:\n*rooms are old and dilapidated.
negative;negative;i left a tip for the other lady.
negative;negative;hmm.\nso basically we got nothing resolved in the matter and the hotel manager wa rude and basically did not want to hear that maybe one of his staff member may have been in the wrong.
negative;negative;funny, on my departure, i've always left unopened soda and juice for the next guest.
negative;negative;i average at least four stay a month at a garden inn.
negative;negative;well over $400/night.
negative;negative;if you cannot sleep please contact the reception & we will give you a set of ear plugs.\nbreakfast wa poor & not worth the money.
negative;negative;$85 is too much for 11 minute on the telephone and it is unacceptable for the $12 hotel service fee to not be disclosed along with the room rate.
negative;negative;etage auch mit renovierungsarbeiten begonnen.
negative;negative;we used our phone to find a wendys 20 minute away because we didn't want to get out of our car in that neighborhood.
negative;negative;we complained to the staff, who promised to have it cleaned again.
positive;negative;unacceptable.
positive;negative;i prefer to stay at marriotts because of their reliability and consistency and i won't allow this incident to change my mind.
negative;negative;"i will never again ever ever ever walk near this place again, kimpton: i wa lead astray, never again!"""
positive;negative;there is no closet in the room, the hanger are right in your room.\nthis place ha a nice location.
negative;negative;there is a long line with a lot of angry people.
negative;negative;the first night around 3 a.m. there were 9 police car barricading a local coffee shop across the street.
negative;negative;"""i stayed here last year for a business meeting."
negative;negative;when i arrived after 9pm i wa given the key to my room.
negative;negative;etc.
negative;negative;"""the only positive i can give is that it is near time square.\nthe rest.... vile- the room smelt continuously of subway food- it got into your clothes and made you feel sick."
negative;negative;room were not ready for several hours, housekeeping wa inconsistent, tv and internet service wa poor, and hotel personnel were rude.
negative;negative;"and that wa a group convention discounted rate!"""
negative;negative;we accepted that it wa difficult to maintain good quality service during the storm however then the price should have been reduced, our room for example were not cleaned and there wa only one waiter who wa run off his feet.
negative;negative;"""this place seemed like a great deal- $169 for a king in mid town."
negative;negative;"""i booked marina inn for four night stay at orbitz ."
negative;negative;$5.95 per minute to use the computer in the business center!
negative;negative;i will never do business with them.
negative;negative;"i believe the bathroom show is the one shown in the tripadvisor warning pop up."""
negative;negative;"i can't believe that they get away with charging those prices, i would definitely not recommend this hotel."""
negative;negative;par contre d\u00e8s qu'il y a un pourboire \u00e0 gratter y'a du monde.
negative;negative;this wa about the time i decided to pack my stuff and get out.
positive;negative;basically it's walk-able to most places.
positive;negative;check them out on their webpage.
negative;negative;"big waste of time!"""
negative;negative;i wa told no definately not but that the pipe in our room had burst a it wa an old building from 1914.
negative;negative;they had room that were larger by 100 sg ft for $429.00 if you can book a room at the liberty for under $300.00 it might be worth it.
negative;negative;roaches.
positive;negative;this wa a lie because we contacted her two day later on a tuesday.
negative;negative;"\nthere are plenty of other good hotel in center city; don't stay here."""
negative;negative;there wa about $100.00 in mistaken charge that they were very prompt in reversing.
positive;negative;each time i travel to san francisco, i make it a point to stay here because of the proximity to friend in the mission but i will never stay here again.
negative;negative;the shower on the floor of my freshman dorm in college many year ago wa probably cleaner than the shower in my room.
negative;negative;i booked the hilton thinking that i would get what my money wa worth, but how wrong could i have been.\nmy company paid $680.00 per night for an executive room, the room wa big but it wa very dated and in need of modernisation.\nthe furniture wa old and needed to be replaced.\nthe morning of my meeting i woke up to find my shower wa not working.
negative;negative;the toilet is wedged into a small slot between the tub and the sink.
negative;negative;"it need to be shut down or renovated immediately!!!!!!!!"""
positive;negative;era tutto gi\u00e0 pagato al nostro arrivo per una camera matrimoniale (prenotata mesi e mesi prima).ce ne hanno data invece una con due letti di una piazza e mezzo ciascuno, abbiamo chiesto se era possibile avere come da prenotazione una matrimoniale e il giorno dopo abbiamo fatto il cambio.
negative;negative;the reason for this room check became apparent when i pulled the cover back on the bed and it wa covered in hair!
negative;negative;"we had two issue in our room over the weekend stay, the first being that the tv did not work consistently throughout our weekend stay, while we weren't in chicago to watch tv, we did find it frustrating that when we wanted to watch something, (ie, weather report a it wa a hot weekend) more often than not it said \""no signal\"" in the upper right hand corner of the tv."
negative;negative;living in smoke may have been better.
negative;negative;upon our check in, the service person called the manager, who explained to me, someone came in, demanded a room & wa paying cash, so they gave him our room for 2 nights, of our 7 night stay.
positive;negative;4 rooms.\nwe had a very good memory of a previous stay, after seeing the gorgeous photo of the hotel, the rates, i expected retreive the same quality hotel.
negative;negative;the variety of choice weren't great for the complimentary breakfast, i've had better.
negative;negative;"over all bad stay, will not stay again when we visit phoenix."""
negative;negative;"""muy caro relaci\u00f3n calidad-precio.\nconsidero que el sofitel e una tomadura de pelo y por mi propia experiencia hay mejores hoteles en ny.\nen la habitaci\u00f3n hay ruido aunque est\u00e9s en una planta superior a la 20.\nno lo aconsejo."""
negative;negative;we knew that the hotel wa just opening, so we expected some last minute work being completed.
negative;negative;the housekeeping staff wa not much better.
negative;negative;there wa paint over spray on the desk, the shower head wa a yellowish color and the cover wa not secure to the tile.
negative;negative;"""i stayed at this hotel and wa kept awake until 3:00 in the morning by the bar which come to life at night!"
negative;negative;the room wa nothing special at $209 for the posted rate, but by the time we paid the resort fees, hotel occupancy taxes, and valet parking, the daily rate wa a whopping $270.
negative;negative;"the negatives--cramped rooms; cheap, uncomfortable bed."
negative;negative;when i asked if there would be more eggs, i wa told, \u201cyou have to wait!\u201d apparently, i wasn\u2019t the first to inquire.
negative;negative;tv channel option are good though.
negative;negative;"the bathroom wa not \""elegant or luxurious.\"" the bathtub wa what you'd remember from your first apartment: small and shallow."
negative;negative;the man that helped me wa very understanding and located another room for me immediately.
positive;negative;"""my boyfriend and i stayed at this hotel because every other hotel in the area wa booked up for the night of our stay."
negative;negative;the poor front desk guy is so miserable i almost had a drink sent down to him when i got to my room!
positive;negative;i actually ended up throwing away our suitcase and most of the clothes that we took on our trip.
negative;negative;from the sound of that you would think it's something special.
negative;negative;when we pointed out the error we were told that the room type wa not guaranteed and were given very little by way of apology.
negative;negative;"""we booked this hotel online for a one night post-cruise stay."
negative;negative;in all of these room the carpet wa used ( maybe 15/20 year old? )
negative;negative;"""i wa thrilled to be going on this trip to san francisco with my husband a it wa our first visit to the bay area."
positive;negative;loved the location for the memorial.
negative;negative;we spoke to the staff and they took that charge off the bill.
negative;negative;i explained this second time to the front desk attendent while i wa leaving and i wa told that the fund were released.
negative;negative;the television don't seem to have been updated since 1980s.
negative;negative;"""we went up to phoenix for a quick night with family, and a reservation wa made for u at the homestead."
positive;negative;it sounded pretty good to me and seeing a we were staying there a part of our honeymoon (which they were aware of) i thought we might stand a chance of some special treatment?
negative;negative;\nthe room is noisy, even on the 21st floor!!!
negative;negative;me and my mum paid over $1200 for our stay with you, i am very disappointed in your service & rooms, i have stayed in your hotel before & have recommended your hotel on previous occasions, i would like to just put this down to bad luck but after a considerable amount coming out of my bank account for our stay i would seriously like a further amount refunded to make me feel like i seriously haven\u2019t been ripped off!!
negative;negative;it had not been cleaned and looked straight up gross.
positive;negative;while somewhat cheaper than the sheraton, hyatt, et al., the san carlos can always fill because of overflow and overbooking at surrounding hotels.
negative;negative;the internet wa free there is a positive.
positive;negative;and the warm welcome?
negative;negative;we had to park in a garage next door that wa not ev en theirs.
negative;negative;he is a keeper, for sure!
negative;negative;"al margen vale la pena agregar que la instalaciones del hotel aunque limpias son apenas justas en tama\u00f1o, la habitaciones apenas permiten caminar en ellas y la \u00e1reas comunes son tambien especialmente reducidas."""
negative;negative;"location wa horrible."""
negative;negative;we didn't get a far a looking at the coffee, needle to say we wouldn't touch any of it with a bargepole!!!
negative;negative;room service wa slow.
negative;negative;and no police report wa filed about any theft.
negative;negative;"my room wa a good size; however it wa not particularly clean."
positive;negative;"the heatlth department should also inspect this place."""
negative;negative;my daughter and i were visiting college in the boston area, with a particular interest in boston university.
positive;negative;it's now august and i'm still fuming about it.
negative;negative;"there are too many choice in chicago and i would definetely think of staying at them."""
negative;negative;omlette finally came at the last five minutes.
negative;negative;need paint.
negative;negative;not worth it.
negative;negative;holiday inn is not a terribly shabby company, but i'm not expecting a four season or marriott or even a courtyard marriott.\nhowever, despite my lowered expectations, i wa disappointed.
negative;negative;el senyor estaba escuchando m\u00fasica y con la mano en el cata de abureimienton me podi\u00f3 el pasaporte sin decirme ni hola.\nllegu\u00e9 a la 12h y me dijero que hasta la 3pm no era el check-in y que literalmente me fuera a dar una vuelta, cosa que entend\u00ed.\nllegu\u00e9 a la 3pm sabiendo que ya estaba all\u00ed, y no la ten\u00edan aun.
positive;negative;the room needed some elbow grease and the furniture some fixing.
negative;negative;i asked... she told me that this was\nthe way it is, basically take it of leave it.\nin addition, i have paid for and planned an additional 11 room for our\ncompany christmas trip at the sheraton.
negative;negative;the ground have not been groomed.
positive;negative;room good size, clean, somewhat worn.
negative;negative;our sheet had cigarette burns.
negative;negative;the room are so small that two people can not move about at the same time .
negative;negative;that vanity also ha been disassembled and it missing the cabinet door.\nthe counter top and back splash have separated and have big gap in the sealant.
positive;negative;living area is cramped but ok.
negative;negative;4.)
negative;negative;i asked if he had a maintenance person that could come take a look at the ac unit in hope he might be able to clean it so i could stay in my room.
negative;negative;on the 3rd day, the maid left me 1 bottle of water.
negative;negative;we were scheduled to stay two night here but decided to find another hotel.
positive;negative;on the second night, at 6pm after a day out on the town, we found our room key did not work.
negative;negative;"""this wa the worst super 8 i have ever stayed in."
negative;negative;after check-in, the front desk seemed to be understaffed, unpleasant, and frequently did not answer the phone.
positive;negative;there wa also a cobweb in my room stretching from an over head light to the ceiling above it.
negative;negative;the room had a musty odor and the source of that smell seemed to be the damp carpet...
positive;negative;we ask for another room... get one and it still isn't good since the bedsheets are still crap and still bug on the wall.
positive;negative;definitely wa uncomfortable the second day of the stay a temperature outside hit 95.
positive;negative;"""hotellets beliggenhed er meget ringe da der er mange fattige i dette kvarter."
positive;negative;what can be improved is inside the building, and there's much to be done there.
positive;negative;new hotel.
negative;negative;"if my daughter would have been walked in on; they would have been hearing from my lawyer."
negative;negative;i again tried speaking with the general manager of the hotel and wa given the same information about there being a $30.00 upcharge.
negative;negative;and it wa clean.\ndislikes: \n1) very difficult check in...we had to make our way through a huge crowd in the lobby only to have to lug stuff to the second floor.\n2) bank of five elevator and only one working.
negative;negative;people lying down sleeping on outside hallway floors.
negative;negative;i wa afraid to touch anything!
negative;negative;"when i said, \""thank you,\"" he simply turned around and walked away."
negative;negative;try and go to the toilet in the reception area.
negative;negative;i've never had that happen in a hotel.
negative;negative;the room had a large entry area that wa separated from the bedroom area by a credenza with a tv on it that rotated to be viewed either from the bed or from the entry area.
negative;negative;the front desk clerk wa so rude!!
negative;negative;die betten sehr bequem, die tv- kanalauswahl sehr d\u00fcrftig, aber 3 arabisch- islamische kan\u00e4le zu empfangen.
negative;negative;"i'd sleep on santa monica beach before stopping here again, i am afraid."""
positive;negative;at around 3 in the morning, i felt something against my skin.
negative;negative;\ni awoke, very thirsty in the middle of our first night, so i grabbed the water the hotel had conveniently set next to my bed.
negative;negative;they were so flat!
negative;negative;\nand don't jump onto the bed to crash and sleep.
positive;negative;"that won't happen again."""
negative;negative;"what else would they take?"""
negative;negative;i woke up one morning to see a full size bed bug.
negative;negative;tv wa on desk on left side room wasn't in front of bed so if u were on left side of bed u really couldn't see it.
positive;negative;but it worked.
positive;negative;this room had a delightful view of the freeway.
negative;negative;also, the hotel charge for wireless internet....seriously?
negative;negative;a i drove in with my 2 parents, i knew this wa bad news.
negative;negative;i showed my husband and that wa the last straw.
positive;negative;we were asked at this point to return in 2 hour at 4pm to see what could be done.
negative;negative;not!
negative;negative;i wondered at that time why we had a confirmation number... we immediately checked out and went over to the westin at tabor center who treated u wodnerful!!!
negative;negative;the room we had wa small - barely enough space to walk around the bed, and while the decor in the bathroom wa cool, and nice to look at, it didn't justify the price, even moreso when the impressive looking shower emitted only a weak spray and not the intense experience you'd expect.\na drink in the bar wa marred not only by the price (nearly $13 for a small margherita) but by the bartender whose bizarre and interesting circle of friend seemed to be be present, and unimpressed by our intrusion.
negative;negative;they should have opted out of buying the huge plasma screen tv and used that money to upgrade the rooms.
negative;negative;we asked for it to be looked at the next morning and it was.
negative;negative;there were six security guard protecting the onsite restaurant.
positive;negative;if you need a spot to store your toothpaste, deodorant and hair brush, you have two options: on the floor of the bathroom or on the floor of the hallway right outside the bathroom.
negative;negative;arrangement had to be made to get me delivered to the holiday inn in peabody.
negative;negative;"not cheap, but you don't feel like you're overpaying there.\ni still prefer best western over other national chains, but this particular location wa a letdown."""
positive;negative;we had to leave the place and go out for a meal.
negative;negative;"\nin my case, i have to check out tomorrow a it's impossible to do any work, while i would have gladly stayed 3 week waiting from my new house to be completed."""
negative;negative;"""this place is a sorry excuse for a four point by sheraton."
negative;negative;and just didn't work.
positive;negative;called the front desk and asked for a space heater, but none ever arrived.
negative;negative;is it possible that she is unaware of the garbage truck that arrives at 6 every morning and spends 30 minute loading all the garbage from the hotel restaurant??
positive;negative;"!\nmimi, nyc"""
negative;negative;we decided to checkout after 1 night and demanded they approve a refund from the internet booking site.
negative;negative;poor food selection and nowhere to sit due to the overcrowded seating area.
positive;negative;9 var der 'udsolgt' af \u00e6g, m\u00f8rkt br\u00f8d, yoghurt mm.
negative;negative;"i wa confirmed in a king bed room and given a double bed (\""someone entered in wrong i guess said the clerk.\""\nthe room had no chair at the desk."
negative;negative;the first night no one slept a the five of u were in a king room.
negative;negative;i used to stay in the hotel 5 or 6 time a year and did so for 3 years.
negative;negative;she then said he checked out allready.
negative;negative;"everything in the room wa old and worn."""
positive;negative;"should i ever trust econo lodge again?"""
negative;negative;the bathroom wa small, very small and the shower wa weak and slow to say the least.
negative;negative;"but compared to other property at the same price point i can't recommend this hotel."""
negative;negative;"i have stayed in several other wonderful hotel in downtown indy (conrad, westin) without any issue - for this reason i wouldn't recommend a stay at the omni."""
negative;negative;the hotel feel old (walls, carpets, bathrooms), bathroom are small and front door is poorly insulated for noise which carry easily from the hallway into the room.
positive;negative;\nnext day morning while going for breakfast, i talked with the person in the front office and she confirmed that they will shift u to a different room and if we pack our bag and keep in the room, they will shift it to new room by evening.
negative;negative;the person who answered the phone did not speak very clearly and seemed like they were too busy to answer such a little question.
negative;negative;not very interested and helpful front desk staff regarding all previous points.\n7.
negative;negative;we spent maybe 4 hour in the room.
negative;negative;"""esta e la primera vez que escribo en esta p\u00e1gina, en anteriores ocasiones no lo he hecho porque entend\u00eda que mi opiniones no iban a ayudar demasiado a la gente a la hora de decidir d\u00f3nde alojarse, pero esta vez creo que s\u00ed.\nen primer lugar decir que hace casi una semana que volv\u00ed del hotel park central de nueva york y que a\u00fan tengo el cuerpo lleno de la huellas que me ha dejado mi estancia all\u00ed, a ver o cuento.\nnada m\u00e1s llegar no dijeron que, pese a haber contratado una habitaci\u00f3n triple no iban a alojar en una doble porque no dispon\u00edan de ese servicio."
positive;negative;"""we stayed at the beacon hotel for one night in d.c."
negative;negative;i have never ever felt unhappy about getting into a hotel bed, but i did at the midtown, and covered my pillow with a t.shirt and wore a much clothing a i could in bed, so that i did not have to touch the bed clothes.
negative;negative;the noise wa unbelievable, surreal.
positive;negative;this hotel need a good scrub.
positive;negative;i felt filth all around in the room.the pool is great and my kid loved it.
negative;negative;i might avoid marriott all together after this experience!
positive;negative;we then asked the snotty front desk clerk for a hospitality room or some sort of place to change our clothes and maybe even brush our teeth.
negative;negative;i mentioned that my traveling partner had recently had surgery and needed a smoke free room.
negative;negative;i called the front desk, and they said they don't have any suite with door on them.
negative;negative;clean and spacious lobby.
negative;negative;so we though we would try the pool,big mistake, we made it down the concrete stair without breaking our necks, to the pool yard and spa, to find poo, yes poo, floating in the spa!
negative;negative;therefore, on our walk up to the room, we were followed by a young man with a milk crate that had to empty the mini bar and whatever else wa on the counter.
negative;negative;i simple just wanted my money back so i could go elsewhere to feel safe.
negative;negative;i wa charged for valet parking and didn't even have a car there.
negative;negative;there wa no mirror in the bathroom, just a broken one on the floor in the room.
negative;negative;i stayed at the hotel for 6-nights, and wanted to leave early...
negative;negative;the reason wa that the price would be too low (?)
positive;negative;the problem with that comparison is that sex and the city is an old show that's in syndication.
positive;negative;"i responsd \""are you sure?\""."
negative;negative;i stayed there a week and it wa the most uncomfortable week i have ever spent.\nmy suggestion, save yourself a lot of trouble and money.
